Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980]
Brazil,BRA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,15.039999961853,15.8299999237061,13.539999961853,13.9700002670288,14.3900003433228,13.3000001907349,7.40999984741211,4.03000020980835,4.26999998092651,4.15000009536743,8.64000034332275,..,10.9200000762939,9.68000030517578,10.8900003433228,10.9799995422363,11.8199996948242,11.4499998092651,12.3900003433228,11.9499998092651,11.210000038147,..,11.6999998092651,10.039999961853,8.98999977111816,7.38000011444092,6.73000001907349,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,19.1299991607666,19.2999992370605,16.7999992370605,16.8600006103516,17.2299995422363,15.9799995422363,8.68000030517578,4.71999979019165,5.13000011444092,5.01000022888184,11.6400003433228,..,14.289999961853,12.7600002288818,14.4799995422363,14.1000003814697,15.4200000762939,14.5500001907349,15.5100002288818,14.8999996185303,14.1700000762939,..,14.6800003051758,13.1700000762939,11.6099996566772,9.35999965667725,8.35000038146973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,11.7299995422363,13.0699996948242,10.7700004577637,11.5200004577637,11.960000038147,11.0200004577637,6.11999988555908,3.22000002861023,3.26999998092651,3.13000011444092,5.82000017166138,..,7.73999977111816,6.75,7.42000007629395,7.96000003814697,8.31999969482422,8.39999961853027,9.30000019073486,9.02999973297119,8.25,..,8.71000003814697,7.01000022888184,6.44999980926514,5.48000001907349,5.15999984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.3400001525879,13.9300003051758,12.0500001907349,12.460000038147,12.9300003051758,11.7399997711182,8.5600004196167,6.76000022888184,7.07000017166138,7.25,7.57999992370605,8.03400039672852,9.42000007629395,8.27000045776367,9.27999973297119,9.6899995803833,10.5500001907349,10.0699996948242,11.1700000762939,10.6400003433228,10.6499996185303,10.5299997329712,11.1300001144409,10.1499996185303,9,8.02999973297119,7.09000015258789,6.46999979019165,6.03000020980835,6.42000007629395,6.36600017547607,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,10.6599998474121,11.7799997329712,10.0500001907349,10.7200002670288,11.1899995803833,10.0600004196167,7.21999979019165,5.59999990463257,5.67000007629395,5.80000019073486,5.44999980926514,..,6.92000007629395,6.01000022888184,6.84000015258789,7.34000015258789,7.94000005722046,7.63000011444092,8.89000034332275,8.42000007629395,8.4399995803833,..,8.76000022888184,7.84999990463257,7.03000020980835,6.34999990463257,5.8600001335144,..,5.15999984741211,5.40999984741211,..,3.82999992370605,3.00999999046326,3.53999996185303,3.33999991416931,2.22000002861023,3.17000007629395,3.90000009536743,4.61999988555908,4.69999980926514,3.90000009536743,..
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.8050003051758,11.96399974823,10.1540002822876,10.8339996337891,11.3120002746582,10.201000213623,7.2480001449585,5.61299991607666,5.68100023269653,5.80800008773804,5.49399995803833,5.86299991607666,6.97100019454956,6.05200004577637,6.88100004196167,7.38600015640259,7.99200010299683,7.68200016021729,8.94099998474121,8.4680004119873,8.49600028991699,8.34700012207031,8.81799983978271,7.90700006484985,7.07499980926514,6.39099979400635,5.88700008392334,5.47800016403198,5.22599983215332,5.4980001449585,5.46700000762939,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,16.4099998474121,16.2199993133545,14.3199996948242,14.3900003433228,14.8599996566772,13.5799999237061,10.289999961853,8.3100004196167,8.96000003814697,9.22000026702881,10.3500003814697,..,12.5799999237061,11.1700000762939,12.4099998474121,12.6999998092651,13.8900003433228,13.25,14.1899995803833,13.6099996566772,13.6700000762939,..,14.5799999237061,13.5900001525879,12.0299997329712,10.6400003433228,9.02000045776367,..,7.34000015258789,7.94999980926514,..,3.45000004768372,2.97000002861023,4.25,3.95000004768372,2.71000003814697,3.85999989509583,4.40000009536743,4.63000011444092,5.09000015258789,4.15999984741211,..
Brazil,BRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,16.6840000152588,16.5790004730225,14.4899997711182,14.5780000686646,15.0550003051758,13.8050003051758,10.331000328064,8.32999992370605,8.97799968719482,9.23299980163574,10.4329996109009,10.960000038147,12.6730003356934,11.2480001449585,12.4840002059937,12.7790002822876,13.9809999465942,13.3400001525879,14.2720003128052,13.6879997253418,13.7600002288818,13.7770004272461,14.6759996414185,13.6890001296997,12.1059999465942,10.7089996337891,9.0620002746582,8.14900016784668,7.43400001525879,8.07999992370605,8.03800010681152,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,14.7,..,..,..,..,13.3,..,..,..,..,..,..
Brazil,BRA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,45.056999206543,46.2568283081055,45.1861000061035,43.710521697998,42.7302398681641,43.8963508605957,42.5647506713867,40.0720710754395,38.5209808349609,37.5700302124023,..,31.9057598114014,31.0656795501709,27.1905193328857,..,22.7626094818115,21.4383392333984,20.0817699432373,17.9427108764648,16.1314697265625,..,14.3201704025269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,64.5541915893555,64.3465270996094,61.5902290344238,59.7261505126953,59.0510482788086,58.8043518066406,57.8912086486816,54.1341705322266,51.916618347168,49.3431396484375,..,42.1641693115234,40.1734085083008,34.4019393920898,..,29.2680797576904,27.5286502838135,26.398380279541,23.4713897705078,20.1296691894531,..,17.841890335083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,1.30202996730804,1.28112995624542,1.26634001731873,1.26814997196198,1.27637994289398,1.25352001190186,1.2647500038147,1.25976002216339,1.25802004337311,1.23860001564026,..,1.24329996109009,1.22670996189117,1.20961999893188,..,1.22227001190186,1.22124004364014,1.23927998542786,1.2355500459671,1.19861996173859,..,1.197389960289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,54.5727996826172,55.1362991333008,53.2573509216309,51.5707092285156,50.734489440918,51.3200416564941,50.1764488220215,47.0573692321777,45.1775398254395,43.459831237793,..,37.0383987426758,35.5620994567871,30.7866897583008,..,25.9896297454834,24.4912395477295,23.2169895172119,20.6956691741943,18.1542797088623,..,16.0841598510742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..,13.7834196090698,13.9766397476196,13.8600997924805,13.7440700531006,13.7716999053955,13.8556299209595,13.3731002807617,12.8780899047852,14.9810400009155,14.293869972229,13.6363201141357,13.076319694519,12.6405696868896,11.437370300293,..,12.5376195907593,12.2898502349854,10.8900499343872,11.0464897155762,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..,..,..,..,80.33465,80.47069,79.82942,79.17517,79.86258,73.46456,74.68197,..,75.04176,..,69.07768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..,101.852668762207,101.970031738281,103.442672729492,101.490379333496,100.465858459473,98.2119293212891,99.3065338134766,100.666313171387,90.8357467651367,90.8514862060547,..,91.4506530761719,91.1272964477539,89.7616500854492,..,96.5186996459961,97.5577926635742,96.5988235473633,105.918266296387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,83.18157,84.27552,83.63342,84.85284,84.32505,79.45052,81.36715,..,82.73203,..,77.48286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,106.519920349121,106.028106689453,106.633720397949,104.605270385742,104.766120910645,103.753479003906,106.121192932129,107.282928466797,97.9080200195313,99.8542404174805,..,102.123626708984,102.601608276367,100.838150024414,..,106.214538574219,107.351440429688,107.328437805176,114.120399475098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..,1.04581999778748,1.03980004787445,1.03085005283356,1.03068995475769,1.042799949646,1.05641996860504,1.06861996650696,1.06572997570038,1.07785999774933,1.09908998012543,..,1.11670994758606,1.12592005729675,1.12339997291565,..,1.10046005249023,1.10038995742798,1.11107003688812,1.07744002342224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,81.72855,82.32779,81.68909,81.92489,82.04583,76.39968,77.95811,..,78.79924,..,73.1817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,104.125999450684,103.953277587891,105.00707244873,103.015960693359,102.569511413574,100.920516967773,102.635528564453,103.917678833008,94.3209762573242,95.2633819580078,..,96.6654815673828,96.7201232910156,95.1699981689453,..,101.2919921875,102.371032714844,101.868667602539,109.994216918945,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,..,18.6220607757568,18.6570301055908,18.2064399719238,17.7723693847656,17.8312091827393,17.3389701843262,16.8572692871094,16.1735401153564,15.8553104400635,14.6898002624512,13.7780704498291,12.812689781189,12.0762796401978,10.6691598892212,..,10.2803602218628,9.93344020843506,9.12038993835449,8.72605991363525,8.05601978302002,8.33108997344971,8.4639196395874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..,..,..,..,..,..,94.77706,94.94907,93.64303,97.48756,95.42086,..,94.80411,..,90.59584,..,..,96.67737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..,108.0517578125,109.064819335938,110.059967041016,111.437919616699,110.905738830566,111.488960266113,113.206520080566,112.829200744629,107.472351074219,110.973159790039,..,133.946136474609,136.599533081055,131.283599853516,..,137.215225219727,136.887847900391,144.479232788086,152.009353637695,155.561782836914,..,168.116973876953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..,..,..,..,..,..,94.68207,94.72819,93.90186,98.69599,94.57989,..,96.30223,..,92.64555,..,..,92.07035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..,102.880798339844,105.67684173584,107.111892700195,108.09001159668,106.517860412598,106.721626281738,107.334297180176,106.955070495605,101.953323364258,102.871551513672,..,128.188034057617,127.313117980957,124.878288269043,..,129.164566040039,130.364654541016,136.472610473633,141.545532226563,145.884902954102,..,163.020889282227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
